imdb_id,rating
0072684,1
0072730,0
0073812,1
0073629,3
0071411,0
0071853,2
0075029,2
0074812,2
0074285,3
0074740,1
0075359,1
0075342,1
0075005,3
0074121,0
0074256,3
0074597,3
0075223,1
0074400,0
0075148,1
0075265,0
0074851,1
0074937,3
0075314,1
0074806,3
0075222,1
0075177,1
0075178,1
0074811,1
0073518,1
0074156,3
0075137,1
0074119,1
0074958,3
0074860,1
0075249,3
0074512,3
0074152,3
0075467,1
0072901,1
0074102,3
0074611,3
0077914,1
0074486,0
0074455,3
0075938,2
0075936,3
0076734,1
0076319,3
0075784,1
0076271,3
0075686,3
0076591,3
0076141,1
0075276,0
0076843,3
0076590,3
0075679,3
0076727,3
0076683,3
0076245,3
0076759,1
0076155,1
0078089,3
0076723,3
0075860,1
0076095,3
0076661,0
0075612,3
0076752,1
0075939,3
0076538,2
0077681,3
0075666,3
0075909,0
0076162,3
0075968,1
0076363,0
0076786,3
0075617,1
0076257,1
0076085,2
0076504,1
0076666,1
0076618,3
0077613,3
0077288,2
0077394,2
0077713,0
0078509,3
0078346,1
0077869,1
0077402,0
0306646,0
0077474,0
0077928,0
0078111,2
0077889,1
0077578,3
0078503,3
0193524,1
0077269,1
0077651,3
0077975,2
0079946,3
0078504,3
0077275,1
0078480,1
0076584,0
0077629,2
0077766,2
0077413,3
0077742,3
0077189,2
0078259,0
0076161,3
0077215,3
0077711,3
0077405,3
0077631,3
0077416,1
0078767,3
0079116,0
0078966,3
0079871,0
0079588,2
0079817,1
0078841,2
0079095,3
0079522,1
0079261,3
0079641,0
0079714,1
0079766,1
0079574,1
0078843,3
0079470,3
0079679,1
0079540,3
0077707,0
0079944,1
0080025,2
0079501,3
0078754,2
0079945,1
0079833,3
0079417,1
0079596,3
0080120,1
0078788,0
0078748,3
0078869,0
0080040,3
0078778,3
0079336,3
0079367,1
0079813,3
0079180,1
0079593,1
0078875,3
0081375,3
0080569,0
0081323,3
0080377,1
0081353,3
0080319,3
0081573,3
0081505,2
0080421,2
0080684,0
0081777,3
0080931,3
0081283,2
0081249,1
0080388,3
0081616,3
0081163,3
0078935,1
0080453,0
0081237,0
0079579,3
0081414,1
0081534,2
0080749,3
0080339,3
0081114,3
0081398,1
0121403,1
0079820,0
0080716,3
0080761,3
0080855,0
0080711,3
0080455,1
0076582,1
0080736,0
0080549,3
0080492,3
0081060,3
0080745,3
0082477,3
0082288,1
0082677,1
0082242,1
0083067,3
0082992,3
0082640,3
0082517,1
0082431,3
0082089,2
0082509,1
0082307,3
0082186,3
0083131,2
0082498,3
0082979,3
0082424,0
0082970,2
0082096,0
0082484,1
0082176,3
0082783,0
0082846,1
0082398,3
0081455,1
0082766,3
0082714,3
0082971,3
0083190,0
0082269,1
0082340,0
0083907,1
0082153,0
0082085,3
0082010,2
0082406,2
0082719,1
0084090,3
0082894,1
0083111,0
0082869,1
0082776,3
0082495,3
0082951,3
0082474,3
0081974,3
0082926,3
0083137,3
0081633,1
0082370,3
0082533,3
0082348,1
0082158,1
0083248,3
0082418,2
0084698,3
0084777,2
0085852,3
0084827,0
0085809,0
0083629,1
0082748,1
0082198,1
0083745,3
0083866,3
0083658,1
0083922,2
0084637,2
0083806,3
0084726,3
0084481,3
4238858,1
0083762,0
0084695,3
0083929,2
0083833,1
0084649,3
0083959,3
0084805,1
0083944,0
0084335,3
0084503,0
0084352,1
0084783,2
0082334,3
0084237,3
0084865,3
0083564,3
0084745,2
0082045,0
0083642,3
0083972,3
0084234,3
0083908,3
0082639,3
0084522,2
0083942,3
0084707,3
0084434,3
0083791,1
0084787,0
0083967,3
0083511,2
0083851,2
0084516,3
0083722,3
0084725,3
0084602,0
0084855,1
0085794,1
0084589,3
0084021,3
0085859,1
0086216,2
0085750,3
0086373,1
0086104,1
0085672,3
0085407,1
0086034,2
0085701,3
0086589,3
0085334,1
0085549,3
0085933,0
0086465,1
0085382,3
0085601,0
0087127,1
0224005,3
0085838,3
0085478,3
0086250,1
0086312,3
0085496,3
0086543,1
0086425,3
0086541,2
0084904,3
0085218,3
0085267,3
0085482,3
0085936,1
0086066,2
0085231,3
0086567,1
0085333,1
0086619,3
0086425,1
0086618,1
0086393,3
0085811,1
0084390,3
0085276,0
0085894,1
0085959,1
0084358,3
0086200,3
0086190,1
0089838,3
0087344,0
0088247,3
0086955,2
0087928,3
0087781,1
0087182,3
0087469,0
0087892,3
0087050,3
0087814,1
0088117,3
0086973,3
0088161,1
0086992,3
0088286,0
0090192,1
0088323,1
0086927,3
0086739,3
0087644,3
0086984,2
0087332,2
0087451,2
0087913,1
0086873,2
0088001,3
0087363,1
0086879,3
0087957,3
0086979,1
0086960,0
0088461,3
0088146,0
0087544,3
0087995,2
0087298,3
0087800,3
0087755,3
0088170,1
0086856,3
0088258,1
0087910,1
0087799,3
0086837,1
0087538,3
0088075,3
0088172,0
0087472,3
0088040,3
0087078,3
0088011,3
0087507,3
0087015,2
0087803,1
0087843,1
0088128,3
0088000,1
0087597,3
0087981,1
0135033,3
0087951,3
0086896,3
0088206,3
0087884,1
0086904,0
0090203,3
0088944,1
0088814,3
0088763,2
0091867,3
0089853,3
0089748,3
0089424,2
0088771,3
0090065,1
0088167,0
0090319,1
0089960,3
5739786,1
0089908,3
0090056,1
0089470,3
0089173,3
0087909,3
0089208,3
0089893,3
0088939,3
0089755,3
0137226,2
0088993,0
0089457,0
0091578,2
0089461,3
0089218,3
0089371,1
0088915,3
0089791,1
0088683,3
0089393,3
0089276,3
0380761,2
0090110,3
0090305,3
0089869,0
2292794,0
0089066,1
0089153,3
0089927,2
0090310,3
0088846,3
0087433,0
0089886,1
0088748,0
0199849,2
0089108,3
0089308,2
0089175,2
0088727,3
0089880,0
0089015,3
0091251,0
0089092,0
0089822,1
0089469,3
0087150,3
0089206,0
0088930,3
0090329,3
0090264,1
0089686,3
0089017,3
0090103,3
0208502,0
0088680,2
0089881,1
0088794,3
0089155,1
0092048,1
0089052,3
0088885,3
0089126,0
0088847,3
0089885,0
0090793,1
0090837,3
0091042,3
0091225,3
0091419,1
0092099,2
0091306,3
0091064,2
0091083,3
0090667,0
0091877,3
0090967,1
0090605,3
0179955,1
0090655,3
0097050,1
0091530,0
0091794,3
0091203,2
0090830,3
0090583,3
0090728,3
0092007,3
0091474,1
0091472,2
0090555,3
0091605,0
0091721,3
0090315,0
0091495,3
0091790,3
0091149,1
0091777,1
0090952,3
0091738,3
0091499,2
0090917,2
0091326,1
0091541,2
0090887,2
0092005,0
0091763,0
0090685,1
0090756,1
0092106,0
0092067,3
0091355,2
0090556,3
0092133,3
0091093,0
0090660,1
0091369,3
0090859,1
0091757,0
0091993,3
0091167,3
0091059,3
0091869,3
0091949,3
0089297,3
0092263,0
0091939,3
0090633,3
0091341,0
0092086,2
0090805,0
0090848,3
0089118,1
0093940,3
0093239,3
0092593,1
0098675,3
0092991,3
0093010,3
0093415,3
0093144,3
0090738,3
0092610,0
0093409,1
0093690,3
0093177,3
0092796,3
0092644,1
0093011,2
0094315,3
0093894,3
0093589,2
0093412,3
0093779,2
0093146,3
0093748,1
0090570,3
0093629,3
0093105,1
0093818,1
0093777,3
0093191,0
0094332,3
0092965,1
0092972,1
0092752,3
0092603,3
0092699,3
0094336,1
0093512,2
0092925,3
0092890,3
0092581,3
0094074,3
0313254,3
0092513,3
0093075,2
0095801,3
0094357,0
0094286,3
0093389,3
0092860,3
0093058,0
0094137,1
0093209,3
0093223,3
0093617,3
0093822,3
0093300,3
0093220,3
0093936,1
0092718,3
0093437,1
0093225,3
0095305,3
0093615,3
0093565,3
0092693,3
0092605,3
0093773,0
0093693,3
0094089,0
0093870,1
0093756,1
0094012,3
0092563,1
0095444,0
0095956,0
0096461,0
0095687,3
0096283,3
0094715,3
0094721,3
0095489,3
0096001,3
0189071,3
0095705,1
0096324,3
0095243,3
0095327,0
0095484,1
0096487,1
0097493,3
0095742,3
0092675,1
0094919,3
0095593,3
0096037,3
0095690,3
0094964,2
0094612,1
0330312,0
0094663,3
0094862,3
0095270,3
0096465,3
0094737,1
0093840,2
0096523,3
0094608,3
0095953,1
0095925,3
0094947,3
0096256,0
0096163,1
0096446,3
0095882,1
0095583,3
0096438,1
0094668,3
0095016,3
0094739,3
0095631,2
0095159,3
0094812,2
0096176,3
0095037,3
0095800,0
0096061,3
0097257,2
0094824,3
0096320,3
0094631,1
0097561,0
0094898,3
0096463,3
0095145,3
0095497,2
0093171,3
0096764,1
0095294,1
0094921,3
0095776,2
0096289,1
0094606,2
0095675,3
0095889,3
0094625,1
0095765,1
0097937,3
0097336,1
0098327,3
0098206,1
0100934,3
0098519,3
0097728,0
0096895,1
0097981,3
0098453,3
0097444,3
0097182,3
0098554,3
0097742,2
0096928,2
0097240,2
0098384,3
0097351,2
0098635,3
0097757,3
0097814,3
0097441,0
0098257,3
0097165,1
0098627,1
0097790,3
0098105,1
0097428,2
0097162,0
0096734,1
0097216,2
0096969,3
0098536,1
0097858,3
0098309,3
0097388,3
0098382,1
0097523,3
0097731,2
0096869,3
0096787,3
0098258,2
0098189,1
0097940,3
0103959,3
0098546,1
0097499,3
0097366,1
0097815,1
0097239,3
0097423,3
0096874,3
0094849,3
0098032,3
0098300,3
0097576,0
0097737,3
0097883,3
0097958,3
0084548,3
0098319,3
0097123,3
0097108,1
0098724,2
0097733,3
0096754,3
0097235,0
0100924,3
0099731,3
0099348,1
0100691,2
0099776,2
0099892,2
0100151,3
0100140,3
0100046,3
0099685,3
0099733,3
0099871,1
0099253,3
0099423,3
0100557,3
0196378,3
0142233,1
0099329,3
0099582,3
0100814,3
0100990,3
0103768,3
0099785,3
0098147,3
0099938,3
0099819,3
0099088,1
0100332,3
0099365,0
0100944,3
0100157,1
0100403,2
0099817,0
0100477,1
0099040,3
0100054,0
0099810,1
0099012,3
0100150,0
0100502,1
0100404,1
0100935,2
0102993,3
0100263,3
0100802,1
0100234,1
0100519,1
0099818,0
0100758,2
0099768,3
0100142,3
0099674,3
0105643,3
0099487,3
0100469,1
0359610,3
0099321,3
0099165,2
0100530,0
0100395,3
0099277,2
0100911,3
0099653,3
0100024,3
0099005,0
0100405,3
0142245,0
0100928,1
0098897,3
0097106,3
0098532,3
0099864,1
0103060,3
0101458,3
0101917,2
0101921,3
0101452,1
0103074,3
0102587,3
0101507,2
0101757,3
0102059,1
0102573,3
0101465,1
0102370,3
0101318,1
0102798,3
0102138,3
0098063,3
0102494,1
0102829,3
0103247,1
0101410,1
0099851,3
